"locality","unit","family type","type of income","time","Family income"
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",176018
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",178087
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",183156
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",237316
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",238658
"Igaliku","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",248456
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",..
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",170047
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",205531
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",209557
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",227212
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",253784
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",308377
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",264790
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",324696
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",337052
"Igaliku","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",310567
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",99749
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",111490
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",106414
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",108158
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",119320
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",124174
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",112942
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",130677
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",167412
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",184988
"Igaliku","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",198768
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",204894
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",199089
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",209571
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",196844
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",200531
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",202252
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",200165
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",212381
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",216136
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",215929
"Qassiarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",219684
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",279229
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",267104
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",307949
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",286737
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",277080
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",322178
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",322706
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",299846
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",279759
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",282517
"Qassiarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",307013
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",108258
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",131073
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",149032
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",146280
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",131637
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",110002
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",159317
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",119086
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",136606
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",139828
"Qassiarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",138177
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",242120
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",245549
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",247061
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",262889
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",253189
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",259512
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",242021
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",250339
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",249000
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",238132
"Narsarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",261437
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",373387
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",369345
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",377335
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",375491
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",394018
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",360086
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",329051
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",364751
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",381873
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",365267
"Narsarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",383672
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",197748
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",193094
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",185353
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",200333
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",188951
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",209224
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",207209
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",214703
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",199454
"Narsarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",198738
