"locality","unit","family type","type of income","time","Family income"
"Niaqornaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",251474
"Niaqornaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",280981
"Niaqornaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",277840
"Niaqornaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",286777
"Niaqornaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",302417
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",84580
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",94205
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",88257
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",98574
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",102444
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",96177
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",95596
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",107386
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",100228
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",109960
"Niaqornaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",124969
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",183757
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",194172
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",213477
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",196945
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",186842
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",200215
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",169004
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",196932
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",198917
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",206323
"Ikerasaarsuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",212687
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",258026
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",277256
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",266012
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",275299
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",301640
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",279466
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",276138
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",301085
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",284995
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",295950
"Ikerasaarsuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",289547
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",101236
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",111088
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",136426
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",114466
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",116197
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",134746
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",109896
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",138606
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",143827
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",128388
"Ikerasaarsuk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",146307
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",188537
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",186511
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",186048
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",191941
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",199040
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",197844
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",199796
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",204154
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",212329
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",217292
"Aasiaat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",219428
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",306692
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",309014
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",303997
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",321258
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",327801
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",322011
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",326898
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",332887
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",352384
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",362438
"Aasiaat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",361907
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",126930
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",124854
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",130026
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",127580
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",133697
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",135648
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",137156
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",140090
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",143084
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",149726
"Aasiaat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",154391
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",141474
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",144447
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",156668
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",167914
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",194635
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",173540
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",166872
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",186738
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",185555
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",196747
"Akunnaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",192902
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",225812
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",242038
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",270139
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",289043
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",341317
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",310588
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",288211
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",312480
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",307674
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",323393
"Akunnaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",344064
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",101786
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",105924
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",108529
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",118705
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",143098
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",121685
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",119203
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",143379
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",129584
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",154532
"Akunnaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",138483
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",165003
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",174997
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",173641
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",168955
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",218671
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",168063
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",199233
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",189056
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",193693
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",198309
"Kitsissuarsuit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",207659
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",230967
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",216666
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",237360
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",241679
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",304009
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",261630
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",289232
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",279759
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",309568
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",313713
"Kitsissuarsuit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",310775
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",95568
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",118446
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",105940
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",105321
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",133334
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",99446
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",109234
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",124268
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",106787
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",127785
"Kitsissuarsuit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",140938
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",202239
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",210005
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",208275
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",213446
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",228347
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",227538
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",226003
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",225936
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",244725
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",242452
"Qasigiannguit","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",245974
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",299161
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",313620
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",305621
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",306131
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",328400
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",334169
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",344071
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",344346
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",367162
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",356058
"Qasigiannguit","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",374680
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",124189
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",122357
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",128713
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",131279
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",138620
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",141427
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",138417
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",141143
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",152389
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",157819
"Qasigiannguit","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",153860
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",212232
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",181122
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",178389
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",199152
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",205031
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",196504
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",198804
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",230036
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",215327
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",223451
"Ikamiut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",225538
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",263729
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",233955
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",227048
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",271322
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",333767
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",277521
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",261070
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",293793
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",304041
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",332923
"Ikamiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",315650
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",114388
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",110678
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",109455
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",122736
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",114159
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",98125
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",118748
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",139714
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",113939
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",127663
"Ikamiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",128990
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",223671
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",223158
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",229933
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",229313
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",250153
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",245777
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",246562
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",257812
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",265676
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",269515
"Ilulissat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",277735
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",338809
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",343894
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",351875
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",355646
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",390339
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",386603
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",386040
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",412340
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",415140
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",428100
"Ilulissat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",452724
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",141709
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",139740
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",143798
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",142179
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",150472
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",149120
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",153788
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",160749
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",170319
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",167988
"Ilulissat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",176766
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",175344
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",181301
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",140560
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",170719
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",159993
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",159534
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",172721
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",190809
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",179032
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",201782
"Oqaatsut","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",236343
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",295133
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",319747
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",219747
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",286919
