season,field_code,ice_season_length
2022,MX009,94
2022,MX010,61
2022,MZ006,0
2022,MZ007,25
2022,MZ008,128
2022,MZ008,111
2022,MZ008,94
2022,MZ009,111
2022,MZ009,20
2022,MZ009,137
2022,MZ009,46
2022,MZ010,106
2022,MZ010,55
2022,MZ011,86
2022,MZ011,39
2022,NA005,0
2022,NA007,54
2022,NA008,0
2022,NA008,106
2022,NA009,95
2022,NA009,0
2022,NA010,0
2022,NA011,0
2022,NB007,21
2022,NB007,98
2022,NB008,110
2022,NB009,71
2022,ND007,0
2022,ND007,103
2022,ND007,73
2022,ND007,1
2022,ND008,96
2022,ND008,100
2022,ND009,78
2022,ND009,62
2022,ND009,100
2022,ND010,0
2022,ND010,29
2022,NG001,0
2022,NG005,2
2022,NG006,107
2022,NG006,37
2022,NG007,5
2022,NG007,53
2022,NG007,21
2022,NH004,50
2022,NH004,100
2022,NH005,87
2022,NH006,26
2022,NH006,50
2022,NH007,0
2022,NM001,37
2022,NM003,19
2022,NM003,154
2022,NM004,126
2022,NM005,119
2022,NM006,0
2022,NM006,136
2022,NM007,88
2022,NM008,18
2022,NN001,70
2022,NN001,33
2022,NN001,133
2022,NN002,121
2022,NN003,2
2022,NN003,154
2022,NN004,27
2022,NN004,151
2022,NN005,146
2022,NN006,0
2022,NN006,154
2022,NN007,21
2022,NN007,8
2022,NP001,112
2022,NP002,64
2022,NP003,97
2022,NP004,130
2022,NP005,4
2022,PR396,16
2022,PR396,24
2022,PR396,0
2022,PR396,24
2022,PR397,84
2022,PR397,0
2022,PR397,7
2022,PR405,0
2022,PR406,0
2022,PR406,0
2022,PR406,0
2022,PS395,70
2022,PS395,197
2022,PS395,0
2022,PS396,125
2022,PS397,0
2022,PS400,0
2022,PS402,0
2022,PS405,0
2022,PS405,96
2022,PS406,0
2022,PT397,4
2022,PT398,29
2022,PT400,75
2022,PT404,38
2022,PT404,32
2022,PT404,93
2022,PT405,0
2022,PT405,0
2022,PT405,158
2022,PT406,120
2022,PT406,21
2022,PT406,124
