season,sellers_locality,landing_date,first_or_last,catch_day,amount_in_kg,field_code,latitude,longitude
2022,Kullorsuaq,2023-01-09,first,161,569.0,NN003,74.6875,-57.375
2022,Kullorsuaq,2023-06-12,last,315,87.5,NN003,74.6875,-57.375
2022,Kullorsuaq,2023-01-09,first,161,215.5,NM006,74.5625,-56.625
2022,Naajaat,2023-01-09,first,161,428.0,MZ009,73.1875,-55.875
2022,Naajaat,2023-05-26,last,298,202.0,MZ009,73.1875,-55.875
2022,Niaqornat,2023-02-15,first,198,67.0,LX024,70.6875,-52.125
2022,Niaqornat,2023-04-10,last,252,186.0,LX026,70.6875,-51.625
2022,Nutaarmiut,2023-04-22,last,264,286.5,ND008,73.5625,-56.125
2022,Nutaarmiut,2023-01-09,first,161,1139.5,ND007,73.5625,-56.375
2022,Nutaarmiut,2023-04-22,last,264,196.5,ND007,73.5625,-56.375
2022,Nuuk,2023-01-16,first,168,195.0,LX024,70.6875,-52.125
2022,Nuuk,2023-05-02,last,274,223.0,MB024,71.0625,-52.125
2022,Qaanaaq,2022-11-23,first,114,106.0,PS395,77.4375,-69.375
2022,Qaanaaq,2023-06-08,last,311,7.5,PS395,77.4375,-69.375
2022,Qaarsut,2023-05-02,last,274,103.0,LV027,70.5625,-51.375
2022,Qaarsut,2023-01-16,first,168,214.5,LX028,70.6875,-51.125
2022,Qasigiannguit,2023-03-17,first,228,125.0,LD028,68.8125,-51.125
2022,Qasigiannguit,2023-04-20,last,262,236.0,LD028,68.8125,-51.125
2022,Qeqertaq,2023-04-05,last,247,277.0,LP028,70.0625,-51.125
2022,Qeqertaq,2023-04-05,last,247,98.0,LN028,69.9375,-51.125
2022,Qeqertaq,2023-01-20,first,172,364.0,LN027,69.9375,-51.375
2022,Qeqertaq,2023-04-05,last,247,59.0,LN027,69.9375,-51.375
2022,Qeqertat,2023-06-19,last,322,66.0,PR396,77.3125,-69.125
2022,Qeqertat,2023-06-19,last,322,581.5,PT405,77.5625,-66.875
2022,Qeqertat,2023-01-06,first,158,279.0,PS405,77.4375,-66.875
2022,Saattut,2023-01-08,first,160,840.5,LZ026,70.8125,-51.625
2022,Saattut,2023-05-23,last,295,202.0,LZ026,70.8125,-51.625
2022,Saqqaq,2023-01-16,first,168,110.0,LX024,70.6875,-52.125
2022,Saqqaq,2023-04-04,last,246,94.6,LP027,70.0625,-51.375
2022,Sarfannguit,2023-04-17,first,259,299.5,KH021,66.9375,-52.875
2022,Sarfannguit,2023-04-24,last,266,269.5,KH021,66.9375,-52.875
2022,Savissivik,2023-06-02,last,305,34.0,PS395,77.4375,-69.375
2022,Savissivik,2023-04-21,first,263,94.0,PR406,77.3125,-66.625
2022,Siorapaluk,2023-02-14,first,197,98.5,PR396,77.3125,-69.125
2022,Siorapaluk,2023-03-20,last,231,261.5,PR397,77.3125,-68.875
2022,Ukkusissat,2023-01-15,first,167,370.0,MB025,71.0625,-51.875
2022,Ukkusissat,2023-01-15,first,167,117.5,MA024,70.9375,-52.125
2022,Ukkusissat,2023-06-30,last,333,461.0,MB024,71.0625,-52.125
2022,Upernavik,2023-01-09,first,161,120.5,NA008,73.3125,-56.125
2022,Upernavik,2023-05-22,last,294,108.5,NH005,74.0625,-56.875
2022,Upernavik Kujalleq,2023-01-23,first,175,142.0,MM011,72.1875,-55.375
2022,Upernavik Kujalleq,2023-05-23,last,295,9.5,MM011,72.1875,-55.375
2022,Uummannaq,2023-01-13,first,165,210.5,LX024,70.6875,-52.125
2022,Uummannaq,2023-05-17,last,289,101.5,LX026,70.6875,-51.625
