seasonal_year,sellers_locality,vessel_type,field_code,longitude,latitude
2012,Nuuk,water,LM027,-51.375,69.8125
2012,Nuuk,water,JG029,-50.875,64.4375
2012,Nuuk,water,GZ036,-49.125,61.3125
2012,Nuuk,water,LF027,-51.375,69.0625
2012,Nuuk,water,LZ026,-51.625,70.8125
2012,Nuuk,water,JH030,-50.625,64.5625
2012,Nuuk,water,JX021,-52.875,65.9375
2012,Nuuk,water,LV014,-54.625,70.5625
2012,Nuuk,water,LS016,-54.125,70.3125
2012,Nuuk,water,JV019,-53.375,65.8125
2012,Nuuk,water,LV026,-51.625,70.5625
2012,Nuuk,water,LV027,-51.375,70.5625
2012,Nuuk,water,GZ037,-48.875,61.3125
2012,Nuuk,water,LE027,-51.375,68.9375
2012,Nuuk,water,LF026,-51.625,69.0625
2012,Nuuk,water,KV014,-54.625,68.1875
2012,Nuuk,water,HD037,-48.875,61.6875
2012,Nuuk,water,HD033,-49.875,61.6875
2012,Nuuk,water,KG017,-53.875,66.8125
2012,Nuuk,water,KG014,-54.625,66.8125
2012,Nuuk,water,JD029,-50.875,64.0625
2012,Nuuk,water,LV025,-51.875,70.5625
2012,Nuuk,water,NB008,-56.125,73.4375
2012,Nuuk,water,MG021,-52.875,71.5625
2012,Nuuk,water,JF029,-50.875,64.3125
2012,Nuuk,water,LS029,-50.875,70.3125
2012,Nuuk,water,JV020,-53.125,65.8125
2012,Nuuk,water,LX024,-52.125,70.6875
2012,Nuuk,water,JD022,-52.625,64.0625
2012,Nuuk,water,LF028,-51.125,69.0625
2012,Nuuk,water,HD034,-49.625,61.6875
2012,Nuuk,water,LD014,-54.625,68.8125
2012,Nuuk,water,LT030,-50.625,70.4375
2012,Nuuk,water,LZ017,-53.875,70.8125
2012,Nuuk,water,ND011,-55.375,73.5625
2012,Nuuk,water,HV026,-51.625,63.4375
2012,Nuuk,water,JB025,-51.875,63.9375
2012,Nuuk,water,JM024,-52.125,65.0625
2012,Oqaatsut,water,LG028,-51.125,69.1875
2012,Oqaatsut,water,LH028,-51.125,69.3125
2012,Oqaatsut,water,LH029,-50.875,69.3125
2012,Paamiut,water,HE035,-49.375,61.8125
2012,Paamiut,water,HG034,-49.625,62.0625
2012,Paamiut,water,HF034,-49.625,61.9375
2012,Paamiut,water,HE034,-49.625,61.8125
2012,Paamiut,water,HH034,-49.625,62.1875
2012,Paamiut,water,HG035,-49.375,62.0625
2012,Paamiut,water,HE033,-49.875,61.8125
2012,Paamiut,water,HF035,-49.375,61.9375
2012,Paamiut,water,HG033,-49.875,62.0625
2012,Paamiut,water,HL030,-50.625,62.5625
2012,Paamiut,water,HH032,-50.125,62.1875
2012,Paamiut,water,HF036,-49.125,61.9375
2012,Paamiut,water,HJ032,-50.125,62.3125
2012,Paamiut,water,HJ031,-50.375,62.3125
2012,Paamiut,water,HL029,-50.875,62.5625
2012,Paamiut,water,HH035,-49.375,62.1875
2012,Paamiut,water,HH033,-49.875,62.1875
2012,Paamiut,water,HM029,-50.875,62.6875
2012,Paamiut,water,HE036,-49.125,61.8125
2012,Paamiut,water,HB036,-49.125,61.5625
2012,Paamiut,water,HN031,-50.375,62.8125
2012,Paamiut,water,HR030,-50.625,63.0625
2012,Paamiut,water,HD035,-49.375,61.6875
2012,Paamiut,water,HJ033,-49.875,62.3125
2012,Paamiut,water,HJ034,-49.625,62.3125
2012,Paamiut,water,HK032,-50.125,62.4375
2012,Paamiut,water,HF033,-49.875,61.9375
2012,Qaarsut,ice,LZ026,-51.625,70.8125
2012,Qaarsut,ice,LX024,-52.125,70.6875
2012,Qaarsut,ice,LX023,-52.375,70.6875
2012,Qaarsut,ice,LX022,-52.625,70.6875
2012,Qaarsut,ice,LZ022,-52.625,70.8125
2012,Qaarsut,ice,LZ023,-52.375,70.8125
2012,Qaarsut,water,LV025,-51.875,70.5625
2012,Qaarsut,water,LX023,-52.375,70.6875
2012,Qaarsut,water,LT026,-51.625,70.4375
2012,Qaarsut,water,LT025,-51.875,70.4375
2012,Qaarsut,water,LH028,-51.125,69.3125
2012,Qaarsut,water,LX024,-52.125,70.6875
2012,Qaarsut,water,LV024,-52.125,70.5625
2012,Qaarsut,water,LG028,-51.125,69.1875
2012,Qaarsut,water,LV026,-51.625,70.5625
2012,Qaarsut,water,LZ022,-52.625,70.8125
2012,Qaarsut,water,LX025,-51.875,70.6875
2012,Qaarsut,water,LS030,-50.625,70.3125
2012,Qaarsut,water,LZ018,-53.625,70.8125
2012,Qaarsut,water,LZ021,-52.875,70.8125
2012,Qaarsut,water,LZ020,-53.125,70.8125
2012,Qaarsut,water,LN028,-51.125,69.9375
2012,Qaarsut,water,LN027,-51.375,69.9375
2012,Qaarsut,water,LX022,-52.625,70.6875
2012,Qaarsut,water,LT029,-50.875,70.4375
2012,Qaarsut,water,LG031,-50.375,69.1875
2012,Qaarsut,water,LG030,-50.625,69.1875
2012,Qaarsut,water,LZ023,-52.375,70.8125
2012,Qaarsut,water,LT027,-51.375,70.4375
2012,Qaarsut,water,MA024,-52.125,70.9375
2012,Qaarsut,water,MA023,-52.375,70.9375
2012,Qaarsut,water,LX026,-51.625,70.6875
2012,Qaarsut,water,LZ025,-51.875,70.8125
2012,Qaarsut,water,LV028,-51.125,70.5625
2012,Qaarsut,water,LH027,-51.375,69.3125
2012,Qaarsut,water,LX028,-51.125,70.6875
2012,Qaarsut,water,LN026,-51.625,69.9375
2012,Qaqortoq,water,GR050,-45.625,60.6875
2012,Qaqortoq,water,GR049,-45.875,60.6875
2012,Qaqortoq,water,LK025,-51.875,69.5625
2012,Qaqortoq,water,GG054,-44.625,59.6875
2012,Qaqortoq,water,LJ026,-51.625,69.4375
2012,Qaqortoq,water,GS050,-45.625,60.8125
2012,Qaqortoq,water,GL044,-47.125,60.1875
2012,Qaqortoq,water,GR048,-46.125,60.6875
2012,Qaqortoq,water,LK027,-51.375,69.5625
2012,Qaqortoq,water,GR047,-46.375,60.6875
2012,Qaqortoq,water,LK024,-52.125,69.5625
2012,Qaqortoq,water,LL026,-51.625,69.6875
2012,Qaqortoq,water,GP049,-45.875,60.5625
2012,Qaqortoq,water,600B3,-36.5,65.75
2012,Qaqortoq,water,LP021,-52.875,70.0625
2012,Qaqortoq,water,LL025,-51.875,69.6875
2012,Qaqortoq,water,GS048,-46.125,60.8125
2012,Qaqortoq,water,LL027,-51.375,69.6875
2012,Qaqortoq,water,LP023,-52.375,70.0625
2012,Qaqortoq,water,LM024,-52.125,69.8125
2012,Qaqortoq,water,GT051,-45.375,60.9375
2012,Qaqortoq,water,LK026,-51.625,69.5625
2012,Qaqortoq,water,LG027,-51.375,69.1875
2012,Qaqortoq,water,GV048,-46.125,61.0625
2012,Qaqortoq,water,HR030,-50.625,63.0625
2012,Qaqortoq,water,LR019,-53.375,70.1875
2012,Qaqortoq,water,HS029,-50.875,63.1875
2012,Qaqortoq,water,GL056,-44.125,60.1875
2012,Qaqortoq,water,LR022,-52.625,70.1875
2012,Qaqortoq,water,HP031,-50.375,62.9375
2012,Qaqortoq,water,HR031,-50.375,63.0625
2012,Qaqortoq,water,GL055,-44.375,60.1875
2012,Qaqortoq,water,LR020,-53.125,70.1875
2012,Qaqortoq,water,GL050,-45.625,60.1875
2012,Qaqortoq,water,GT046,-46.625,60.9375
2012,Qaqortoq,water,GR046,-46.625,60.6875
2012,Qaqortoq,water,GS049,-45.875,60.8125
2012,Qaqortoq,water,GT047,-46.375,60.9375
2012,Qaqortoq,water,GN049,-45.875,60.4375
2012,Qaqortoq,water,GP050,-45.625,60.5625
2012,Qaqortoq,water,GN050,-45.625,60.4375
2012,Qaqortoq,water,GF054,-44.625,59.5625
2012,Qaqortoq,water,GP047,-46.375,60.5625
2012,Qaqortoq,water,GP046,-46.625,60.5625
2012,Qaqortoq,water,HR029,-50.875,63.0625
2012,Qaqortoq,water,GV049,-45.875,61.0625
2012,Qaqortoq,water,HS031,-50.375,63.1875
2012,Qaqortoq,water,GR044,-47.125,60.6875
2012,Qaqortoq,water,GS044,-47.125,60.8125
2012,Qaqortoq,water,GS045,-46.875,60.8125
2012,Qaqortoq,water,GR045,-46.875,60.6875
2012,Qaqortoq,water,HT029,-50.875,63.3125
2012,Qaqortoq,water,GS043,-47.375,60.8125
2012,Qaqortoq,water,GS046,-46.625,60.8125
2012,Qaqortoq,water,GX040,-48.125,61.1875
2012,Qaqortoq,water,HT028,-51.125,63.3125
2012,Qaqortoq,water,600B2,-37.5,65.75
2012,Qaqortoq,water,GS047,-46.375,60.8125
2012,Qaqortoq,water,GX038,-48.625,61.1875
2012,Qaqortoq,water,LE022,-52.625,68.9375
2012,Qaqortoq,water,LE025,-51.875,68.9375
2012,Qaqortoq,water,LE026,-51.625,68.9375
2012,Qaqortoq,water,LF028,-51.125,69.0625
2012,Qaqortoq,water,LE027,-51.375,68.9375
2012,Qaqortoq,water,LK028,-51.125,69.5625
2012,Qaqortoq,water,LE024,-52.125,68.9375
2012,Qaqortoq,water,LF027,-51.375,69.0625
2012,Qaqortoq,water,LH024,-52.125,69.3125
2012,Qaqortoq,water,LF023,-52.375,69.0625
2012,Qaqortoq,water,JE032,-50.125,64.1875
2012,Qaqortoq,water,LD017,-53.875,68.8125
2012,Qaqortoq,water,GL052,-45.125,60.1875
2012,Qaqortoq,water,GR051,-45.375,60.6875
2012,Qaqortoq,water,GP051,-45.375,60.5625
2012,Qaqortoq,water,JG030,-50.625,64.4375
2012,Qaqortoq,water,LP025,-51.875,70.0625
2012,Qaqortoq,water,LH025,-51.875,69.3125
2012,Qasigiannguit,ice,LE026,-51.625,68.9375
2012,Qasigiannguit,ice,LZ026,-51.625,70.8125
2012,Qasigiannguit,ice,LZ028,-51.125,70.8125
2012,Qasigiannguit,ice,LZ029,-50.875,70.8125
2012,Qasigiannguit,ice,LD027,-51.375,68.8125
2012,Qasigiannguit,ice,LD028,-51.125,68.8125
2012,Qasigiannguit,ice,MA027,-51.375,70.9375
2012,Qasigiannguit,ice,LD029,-50.875,68.8125
2012,Qasigiannguit,ice,LG030,-50.625,69.1875
2012,Qasigiannguit,ice,LZ025,-51.875,70.8125
2012,Qasigiannguit,ice,LG027,-51.375,69.1875
2012,Qasigiannguit,ice,LB028,-51.125,68.6875
2012,Qasigiannguit,ice,LX023,-52.375,70.6875
2012,Qasigiannguit,ice,LE027,-51.375,68.9375
2012,Qasigiannguit,ice,LX026,-51.625,70.6875
2012,Qasigiannguit,ice,LX024,-52.125,70.6875
2012,Qasigiannguit,water,LE027,-51.375,68.9375
2012,Qasigiannguit,water,LE025,-51.875,68.9375
2012,Qasigiannguit,water,LD027,-51.375,68.8125
2012,Qasigiannguit,water,LD029,-50.875,68.8125
2012,Qasigiannguit,water,LG028,-51.125,69.1875
2012,Qasigiannguit,water,LB028,-51.125,68.6875
2012,Qasigiannguit,water,LH028,-51.125,69.3125
2012,Qasigiannguit,water,LE028,-51.125,68.9375
2012,Qasigiannguit,water,LE026,-51.625,68.9375
2012,Qasigiannguit,water,LN028,-51.125,69.9375
2012,Qasigiannguit,water,LD028,-51.125,68.8125
2012,Qasigiannguit,water,LT029,-50.875,70.4375
2012,Qasigiannguit,water,LZ026,-51.625,70.8125
2012,Qasigiannguit,water,LV027,-51.375,70.5625
2012,Qasigiannguit,water,LV028,-51.125,70.5625
2012,Qasigiannguit,water,LB027,-51.375,68.6875
2012,Qasigiannguit,water,LT027,-51.375,70.4375
2012,Qasigiannguit,water,LF024,-52.125,69.0625
2012,Qasigiannguit,water,LN029,-50.875,69.9375
2012,Qasigiannguit,water,LT028,-51.125,70.4375
2012,Qasigiannguit,water,LN027,-51.375,69.9375
2012,Qasigiannguit,water,LD026,-51.625,68.8125
2012,Qasigiannguit,water,LK027,-51.375,69.5625
2012,Qasigiannguit,water,LG030,-50.625,69.1875
2012,Qasigiannguit,water,LP028,-51.125,70.0625
2012,Qasigiannguit,water,LG029,-50.875,69.1875
2012,Qasigiannguit,water,LD025,-51.875,68.8125
2012,Qasigiannguit,water,LE024,-52.125,68.9375
2012,Qasigiannguit,water,LJ024,-52.125,69.4375
2012,Qasigiannguit,water,LN030,-50.625,69.9375
2012,Qasigiannguit,water,LA028,-51.125,68.5625
2012,Qasigiannguit,water,LB029,-50.875,68.6875
2012,Qasigiannguit,water,LP030,-50.625,70.0625
2012,Qasigiannguit,water,LE022,-52.625,68.9375
2012,Qasigiannguit,water,LG018,-53.625,69.1875
2012,Qasigiannguit,water,LG027,-51.375,69.1875
2012,Qasigiannguit,water,LF027,-51.375,69.0625
2012,Qasigiannguit,water,LF028,-51.125,69.0625
2012,Qasigiannguit,water,LH027,-51.375,69.3125
2012,Qasigiannguit,water,LH029,-50.875,69.3125
2012,Qasigiannguit,water,LS014,-54.625,70.3125
2012,Qasigiannguit,water,LK029,-50.875,69.5625
2012,Qasigiannguit,water,LJ027,-51.375,69.4375
2012,Qasigiannguit,water,LM027,-51.375,69.8125
2012,Qasigiannguit,water,LB026,-51.625,68.6875
2012,Qasigiannguit,water,LA027,-51.375,68.5625
2012,Qasigiannguit,water,LG031,-50.375,69.1875
2012,Qasigiannguit,water,LA029,-50.875,68.5625
2012,Qasigiannguit,water,LN026,-51.625,69.9375
2012,Qasigiannguit,water,LJ029,-50.875,69.4375
2012,Qasigiannguit,water,LJ028,-51.125,69.4375
2012,Qasigiannguit,water,LH024,-52.125,69.3125
2012,Qasigiannguit,water,MB025,-51.875,71.0625
2012,Qasigiannguit,water,KV021,-52.875,68.1875
2012,Qasigiannguit,water,LM026,-51.625,69.8125
2012,Qassimiut,water,GS045,-46.875,60.8125
2012,Qassimiut,water,GS044,-47.125,60.8125
2012,Qassimiut,water,GT044,-47.125,60.9375
2012,Qassimiut,water,GR046,-46.625,60.6875
2012,Qeqertaq,ice,LP028,-51.125,70.0625
2012,Qeqertaq,ice,LN027,-51.375,69.9375
2012,Qeqertaq,ice,LN028,-51.125,69.9375
2012,Qeqertaq,ice,LH028,-51.125,69.3125
2012,Qeqertaq,water,LN027,-51.375,69.9375
2012,Qeqertaq,water,MG022,-52.625,71.5625
2012,Qeqertaq,water,LV026,-51.625,70.5625
2012,Qeqertaq,water,LT027,-51.375,70.4375
2012,Qeqertaq,water,LT026,-51.625,70.4375
2012,Qeqertaq,water,LP028,-51.125,70.0625
2012,Qeqertaq,water,LN028,-51.125,69.9375
2012,Qeqertaq,water,LG028,-51.125,69.1875
2012,Qeqertaq,water,LN029,-50.875,69.9375
2012,Qeqertaq,water,KX019,-53.375,68.3125
2012,Qeqertaq,water,KZ020,-53.125,68.4375
2012,Qeqertaq,water,LN030,-50.625,69.9375
2012,Qeqertaq,water,LN025,-51.875,69.9375
2012,Qeqertaq,water,LP024,-52.125,70.0625
2012,Qeqertaq,water,LN024,-52.125,69.9375
2012,Qeqertaq,water,LP027,-51.375,70.0625
2012,Qeqertaq,water,LP026,-51.625,70.0625
2012,Qeqertaq,water,LM027,-51.375,69.8125
2012,Qeqertaq,water,LN026,-51.625,69.9375
2012,Qeqertaq,water,LH028,-51.125,69.3125
2012,Qeqertaq,water,LM028,-51.125,69.8125
2012,Qeqertaq,water,LM026,-51.625,69.8125
2012,Qeqertaq,water,LG025,-51.875,69.1875
2012,Qeqertaq,water,LX024,-52.125,70.6875
2012,Qeqertaq,water,LM022,-52.625,69.8125
2012,Qeqertarsuaq,ice,LG019,-53.375,69.1875
2012,Qeqertarsuaq,ice,LG018,-53.625,69.1875
2012,Qeqertarsuaq,water,LG018,-53.625,69.1875
2012,Qeqertarsuaq,water,LH019,-53.375,69.3125
2012,Qeqertarsuaq,water,LH017,-53.875,69.3125
2012,Qeqertarsuaq,water,LH018,-53.625,69.3125
2012,Qeqertarsuaq,water,LN028,-51.125,69.9375
2012,Qeqertarsuaq,water,LJ018,-53.625,69.4375
2012,Qeqertarsuaq,water,LG028,-51.125,69.1875
2012,Qeqertarsuaq,water,LN029,-50.875,69.9375
2012,Qeqertarsuaq,water,LH020,-53.125,69.3125
2012,Qeqertarsuaq,water,LN027,-51.375,69.9375
2012,Qeqertarsuaq,water,LF019,-53.375,69.0625
2012,Qeqertarsuaq,water,LF018,-53.625,69.0625
2012,Qeqertarsuaq,water,LN026,-51.625,69.9375
2012,Qeqertarsuaq,water,LN025,-51.875,69.9375
2012,Qeqertarsuaq,water,MV012,-55.125,72.9375
2012,Qeqertarsuaq,water,LH021,-52.875,69.3125
2012,Qeqertarsuaq,water,LJ016,-54.125,69.4375
2012,Qeqertarsuaq,water,LP028,-51.125,70.0625
2012,Qeqertarsuaq,water,LN030,-50.625,69.9375
2012,Qeqertarsuaq,water,LH028,-51.125,69.3125
2012,Qeqertarsuaq,water,LH029,-50.875,69.3125
2012,Qeqertarsuaq,water,LJ029,-50.875,69.4375
2012,Qeqertarsuaq,water,LK027,-51.375,69.5625
2012,Qeqertarsuaq,water,LN024,-52.125,69.9375
2012,Qeqertarsuaq,water,LP024,-52.125,70.0625
2012,Qeqertarsuaq,water,LP023,-52.375,70.0625
2012,Qeqertarsuaq,water,LH016,-54.125,69.3125
2012,Qeqertarsuaq,water,LF017,-53.875,69.0625
2012,Qeqertarsuaq,water,LG016,-54.125,69.1875
2012,Qeqertarsuaq,water,LG017,-53.875,69.1875
2012,Qeqertarsuaq,water,LH015,-54.375,69.3125
2012,Qeqertarsuaq,water,LJ015,-54.375,69.4375
2012,Qeqertarsuaq,water,LJ017,-53.875,69.4375
2012,Qeqertarsuaq,water,LH022,-52.625,69.3125
2012,Qeqertarsuaq,water,LG027,-51.375,69.1875
2012,Qeqertarsuaq,water,KS018,-53.625,67.9375
2012,Qeqertarsuaq,water,LD025,-51.875,68.8125
2012,Qeqertarsuaq,water,LB028,-51.125,68.6875
2012,Qeqertarsuaq,water,LK014,-54.625,69.5625
2012,Qeqertarsuaq,water,LM025,-51.875,69.8125
2012,Qeqertarsuaq,water,LP027,-51.375,70.0625
2012,Qeqertarsuaq,water,LM026,-51.625,69.8125
2012,Qeqertarsuaq,water,LM027,-51.375,69.8125
2012,Qeqertarsuaq,water,LK018,-53.625,69.5625
2012,Qeqertarsuaq,water,LH014,-54.625,69.3125
2012,Qeqertarsuaq,water,LG019,-53.375,69.1875
2012,Qeqertarsuaq,water,LJ023,-52.375,69.4375
2012,Qeqertarsuatsiaat,water,HS030,-50.625,63.1875
2012,Qeqertarsuatsiaat,water,HR030,-50.625,63.0625
2012,Qeqertarsuatsiaat,water,HF034,-49.625,61.9375
2012,Qeqertarsuatsiaat,water,HE035,-49.375,61.8125
2012,Qeqertarsuatsiaat,water,HG034,-49.625,62.0625
2012,Qeqertarsuatsiaat,water,HF035,-49.375,61.9375
2012,Qeqertarsuatsiaat,water,HR029,-50.875,63.0625
2012,Qeqertarsuatsiaat,water,HS031,-50.375,63.1875
2012,Qeqertarsuatsiaat,water,HR031,-50.375,63.0625
2012,Qeqertarsuatsiaat,water,HP031,-50.375,62.9375
2012,Qeqertarsuatsiaat,water,HP030,-50.625,62.9375
2012,Qeqertarsuatsiaat,water,HE034,-49.625,61.8125
2012,Qeqertarsuatsiaat,water,HS029,-50.875,63.1875
2012,Qeqertarsuatsiaat,water,HT029,-50.875,63.3125
2012,Qeqertarsuatsiaat,water,HT028,-51.125,63.3125
2012,Qeqertarsuatsiaat,water,JE026,-51.625,64.1875
2012,Qeqertarsuatsiaat,water,HT030,-50.625,63.3125
2012,Qeqertarsuatsiaat,water,JD026,-51.625,64.0625
2012,Qeqertarsuatsiaat,water,JE024,-52.125,64.1875
2012,Qeqertarsuatsiaat,water,JG028,-51.125,64.4375
2012,Qeqertarsuatsiaat,water,HN031,-50.375,62.8125
2012,Qeqertarsuatsiaat,water,JG027,-51.375,64.4375
2012,Qeqertarsuatsiaat,water,HH034,-49.625,62.1875
2012,Qeqertarsuatsiaat,water,JB026,-51.625,63.9375
2012,Qeqertarsuatsiaat,water,JE027,-51.375,64.1875
2012,Qeqertarsuatsiaat,water,HS028,-51.125,63.1875
2012,Qeqertarsuatsiaat,water,JJ030,-50.625,64.6875
2012,Saattut,ice,LZ026,-51.625,70.8125
2012,Saattut,ice,LZ027,-51.375,70.8125
2012,Saattut,ice,MA026,-51.625,70.9375
2012,Saattut,ice,MA027,-51.375,70.9375
2012,Saattut,ice,LX026,-51.625,70.6875
2012,Saattut,ice,LZ028,-51.125,70.8125
2012,Saattut,ice,LZ025,-51.875,70.8125
2012,Saattut,ice,LX027,-51.375,70.6875
2012,Saattut,ice,MA028,-51.125,70.9375
2012,Saattut,ice,LZ029,-50.875,70.8125
2012,Saattut,ice,MA024,-52.125,70.9375
2012,Saattut,ice,LX025,-51.875,70.6875
2012,Saattut,ice,LZ024,-52.125,70.8125
2012,Saattut,ice,MB025,-51.875,71.0625
2012,Saattut,ice,MG020,-53.125,71.5625
2012,Saattut,water,LZ029,-50.875,70.8125
2012,Saattut,water,LZ026,-51.625,70.8125
2012,Saattut,water,LZ027,-51.375,70.8125
2012,Saattut,water,LX026,-51.625,70.6875
2012,Saattut,water,MB026,-51.625,71.0625
2012,Saattut,water,LZ025,-51.875,70.8125
2012,Saattut,water,LX027,-51.375,70.6875
2012,Saattut,water,LT028,-51.125,70.4375
2012,Saattut,water,LZ028,-51.125,70.8125
2012,Saattut,water,LS030,-50.625,70.3125
2012,Saattut,water,LX029,-50.875,70.6875
2012,Saattut,water,MG021,-52.875,71.5625
2012,Saattut,water,ND008,-56.125,73.5625
2012,Saattut,water,LN027,-51.375,69.9375
2012,Saattut,water,LZ030,-50.625,70.8125
2012,Saattut,water,MZ009,-55.875,73.1875
2012,Saattut,water,NB009,-55.875,73.4375
2012,Saattut,water,LX024,-52.125,70.6875
2012,Saattut,water,LX030,-50.625,70.6875
2012,Saattut,water,LX028,-51.125,70.6875
2012,Saattut,water,NB008,-56.125,73.4375
2012,Saattut,water,MA026,-51.625,70.9375
2012,Saattut,water,NA009,-55.875,73.3125
2012,Saattut,water,LT027,-51.375,70.4375
2012,Saattut,water,LN028,-51.125,69.9375
2012,Saattut,water,LG029,-50.875,69.1875
2012,Saattut,water,LG028,-51.125,69.1875
2012,Saattut,water,LV027,-51.375,70.5625
2012,Saattut,water,MA027,-51.375,70.9375
2012,Saattut,water,LX025,-51.875,70.6875
2012,Saattut,water,LH028,-51.125,69.3125
2012,Saattut,water,MA024,-52.125,70.9375
2012,Saattut,water,MA023,-52.375,70.9375
2012,Saattut,water,LX023,-52.375,70.6875
2012,Saattut,water,MB023,-52.375,71.0625
2012,Saattut,water,LV026,-51.625,70.5625
2012,Saattut,water,LV025,-51.875,70.5625
2012,Saattut,water,LZ024,-52.125,70.8125
2012,Saattut,water,LG030,-50.625,69.1875
2012,Saattut,water,LG031,-50.375,69.1875
2012,Saattut,water,LZ022,-52.625,70.8125
2012,Saattut,water,HL028,-51.125,62.5625
2012,Saattut,water,LG027,-51.375,69.1875
2012,Saattut,water,LZ010,-55.625,70.8125
2012,Saattut,water,LM027,-51.375,69.8125
2012,Saattut,water,LN025,-51.875,69.9375
2012,Saattut,water,LV028,-51.125,70.5625
2012,Saattut,water,LG026,-51.625,69.1875
2012,Saattut,water,MA025,-51.875,70.9375
2012,Saattut,water,LV029,-50.875,70.5625
2012,Saattut,water,LJ028,-51.125,69.4375
2012,Saattut,water,LH024,-52.125,69.3125
2012,Saattut,water,LH027,-51.375,69.3125
2012,Saattut,water,LN024,-52.125,69.9375
2012,Saattut,water,LN026,-51.625,69.9375
2012,Saqqaq,ice,LN028,-51.125,69.9375
2012,Saqqaq,ice,LN025,-51.875,69.9375
2012,Saqqaq,ice,LN026,-51.625,69.9375
2012,Saqqaq,ice,LP026,-51.625,70.0625
2012,Saqqaq,ice,LP028,-51.125,70.0625
2012,Saqqaq,ice,LP025,-51.875,70.0625
2012,Saqqaq,ice,LZ026,-51.625,70.8125
2012,Saqqaq,water,LN025,-51.875,69.9375
2012,Saqqaq,water,LP021,-52.875,70.0625
2012,Saqqaq,water,LP026,-51.625,70.0625
2012,Saqqaq,water,LN027,-51.375,69.9375
2012,Saqqaq,water,LG028,-51.125,69.1875
2012,Saqqaq,water,LP024,-52.125,70.0625
2012,Saqqaq,water,LP023,-52.375,70.0625
2012,Saqqaq,water,LX028,-51.125,70.6875
2012,Saqqaq,water,LP025,-51.875,70.0625
2012,Saqqaq,water,LX023,-52.375,70.6875
2012,Saqqaq,water,MV012,-55.125,72.9375
2012,Saqqaq,water,MV013,-54.875,72.9375
2012,Saqqaq,water,LN023,-52.375,69.9375
2012,Saqqaq,water,LH028,-51.125,69.3125
2012,Saqqaq,water,LT026,-51.625,70.4375
2012,Saqqaq,water,LN024,-52.125,69.9375
2012,Saqqaq,water,MB026,-51.625,71.0625
2012,Saqqaq,water,MB025,-51.875,71.0625
2012,Saqqaq,water,LV025,-51.875,70.5625
2012,Saqqaq,water,LN029,-50.875,69.9375
2012,Saqqaq,water,MV010,-55.625,72.9375
2012,Saqqaq,water,LM027,-51.375,69.8125
2012,Saqqaq,water,LN026,-51.625,69.9375
2012,Saqqaq,water,LP031,-50.375,70.0625
2012,Saqqaq,water,LM024,-52.125,69.8125
2012,Saqqaq,water,LN028,-51.125,69.9375
2012,Saqqaq,water,LP027,-51.375,70.0625
2012,Saqqaq,water,MV011,-55.375,72.9375
2012,Saqqaq,water,LP028,-51.125,70.0625
2012,Saqqaq,water,LN022,-52.625,69.9375
2012,Saqqaq,water,LP022,-52.625,70.0625
2012,Saqqaq,water,LP029,-50.875,70.0625
2012,Saqqaq,water,LN030,-50.625,69.9375
2012,Saqqaq,water,LM025,-51.875,69.8125
2012,Saqqaq,water,LB027,-51.375,68.6875
2012,Saqqaq,water,LJ029,-50.875,69.4375
2012,Saqqaq,water,LA027,-51.375,68.5625
2012,Saqqaq,water,LG031,-50.375,69.1875
2012,Saqqaq,water,LB028,-51.125,68.6875
2012,Saqqaq,water,LD028,-51.125,68.8125
2012,Saqqaq,water,LG030,-50.625,69.1875
2012,Saqqaq,water,LM026,-51.625,69.8125
2012,Saqqaq,water,LH027,-51.375,69.3125
2012,Saqqaq,water,LJ027,-51.375,69.4375
2012,Sarfannguit,water,KH020,-53.125,66.9375
2012,Sarfannguit,water,KG023,-52.375,66.8125
2012,Sarfannguit,water,KH021,-52.875,66.9375
2012,Sarfannguit,water,KP018,-53.625,67.6875
2012,Sarfannguit,water,KG020,-53.125,66.8125
2012,Sarfannguit,water,KH022,-52.625,66.9375
2012,Sarfannguit,water,KH023,-52.375,66.9375
2012,Sarfannguit,water,KH016,-54.125,66.9375
2012,Sarfannguit,water,KG021,-52.875,66.8125
2012,Sermiligaaq,ice,600B3,-36.5,65.75
2012,Sermiligaaq,water,600B3,-36.5,65.75
2012,Sisimiut,water,KG023,-52.375,66.8125
2012,Sisimiut,water,KG018,-53.625,66.8125
2012,Sisimiut,water,KK017,-53.875,67.1875
2012,Sisimiut,water,KG020,-53.125,66.8125
2012,Sisimiut,water,KG017,-53.875,66.8125
2012,Sisimiut,water,KG021,-52.875,66.8125
2012,Sisimiut,water,KE019,-53.375,66.5625
2012,Sisimiut,water,HR029,-50.875,63.0625
2012,Sisimiut,water,JA026,-51.625,63.8125
2012,Sisimiut,water,LJ025,-51.875,69.4375
2012,Sisimiut,water,MV014,-54.625,72.9375
2012,Sisimiut,water,KE021,-52.875,66.5625
2012,Sisimiut,water,JV020,-53.125,65.8125
2012,Sisimiut,water,KF017,-53.875,66.6875
2012,Sisimiut,water,JX019,-53.375,65.9375
2012,Sisimiut,water,KE020,-53.125,66.5625
2012,Sisimiut,water,JV019,-53.375,65.8125
2012,Sisimiut,water,HR028,-51.125,63.0625
2012,Sisimiut,water,JH027,-51.375,64.5625
2012,Sisimiut,water,JA027,-51.375,63.8125
2012,Sisimiut,water,LG017,-53.875,69.1875
2012,Sisimiut,water,LE024,-52.125,68.9375
